reg;gen;planting_date;lon;lat;mai
BA;CLZ001;11/09/2014;-39.6220785;-17.440968;-0.37502978
BA;CLZ001;16/10/2013;-39.6788273;-17.2359618;0.895107862
BA;CLZ001;16/10/2013;-39.6597239;-17.2138669;0.754561739
BA;CLZ004;30/07/2015;-39.92840654;-17.49067078;-0.876043903
BA;CLZ004;30/07/2015;-39.92247361;-17.49520933;-0.77147961
BA;CLZ004;30/07/2015;-39.92165688;-17.48838996;-0.602405284
BA;CLZ004;30/07/2015;-39.91738908;-17.49251604;-1.242389178
BA;CLZ004;30/07/2015;-39.91376274;-17.48745332;-0.54103442
BA;CLZ004;30/12/2014;-39.9625968;-17.52445029;-1.315072603
BA;CLZ004;30/12/2014;-39.96058089;-17.52445103;-1.208816935
BA;CLZ004;30/01/2015;-39.984809;-17.51738201;-1.259748452
BA;CLZ004;30/01/2015;-39.98549724;-17.51749245;-1.30696082
BA;CLZ004;30/01/2015;-39.98503929;-17.51292515;-0.04848734
BA;CLZ001;30/01/2018;-40.05658553;-17.52938767;-1.621998533
BA;CLZ001;30/01/2018;-40.05658553;-17.52938767;-1.72271802
BA;CLZ001;30/08/2015;-40.03547556;-17.54914047;-1.029676121
BA;CLZ001;30/09/2015;-40.03449747;-17.57129273;-1.072125091
BA;CLZ001;30/09/2015;-40.04523884;-17.56880737;-1.060635088
BA;CLZ004;30/11/2015;-40.05256122;-17.56142764;-1.297776391
BA;CLZ004;30/11/2015;-40.06740164;-17.57231996;-1.215352695
BA;CLZ004;01/11/2015;-40.04769796;-17.56223973;-0.650304478
BA;CLZ001;01/12/2017;-39.9286915;-17.56073555;-0.204000603
BA;CLZ001;01/12/2017;-39.93146587;-17.55450586;-1.061850213
BA;CLZ001;01/12/2017;-39.93693425;-17.56649028;-0.303563449
BA;CLZ001;01/12/2017;-39.94037226;-17.56235395;-0.106518578
BA;CLZ004;30/12/2016;-39.92418946;-17.52048452;0.852334927
BA;CLZ004;01/02/2016;-40.37039095;-17.6045854;-1.441053438
BA;CLZ006;20/03/2018;-39.72712062;-17.80506297;0.476083324
BA;CLZ006;20/03/2018;-39.72769671;-17.8051964;0.366028291
BA;CLZ001;10/04/2017;-39.72922871;-17.80218399;-0.160616015
BA;CLZ001;12/04/2017;-39.72199962;-17.80173479;-0.123568485
BA;CLZ001;11/04/2017;-39.73001191;-17.80065963;-0.289670603
BA;CLZ001;10/04/2017;-39.72290114;-17.79989972;-0.013326531
BA;CLZ006;21/03/2018;-39.7312003;-17.79669647;0.788340742
BA;CLZ006;21/03/2018;-39.7312003;-17.79669647;0.363545943
BA;CLZ001;11/04/2017;-39.7139297;-17.79625109;-0.078341622
BA;CLZ001;08/04/2017;-39.72189603;-17.79552592;-0.232413558
BA;CLZ006;21/03/2018;-39.73004616;-17.79439301;0.475439299
BA;CLZ006;21/03/2018;-39.72865133;-17.79514689;0.448199666
BA;CLZ004;23/04/2013;-39.733215;-17.792665;-0.437512491
BA;CLZ001;08/04/2017;-39.72486165;-17.79333614;0.166987313
BA;CLZ001;07/04/2017;-39.72900128;-17.78954641;-0.166047805
BA;CLZ006;21/03/2018;-39.71895154;-17.78981256;0.667721734
BA;CLZ006;21/03/2018;-39.71860036;-17.78850029;0.409309954
BA;CLZ001;05/04/2017;-39.73339174;-17.78731265;-0.388469373
BA;CLZ001;06/04/2017;-39.73210745;-17.7831516;-0.287393017
BA;CLZ001;29/11/2016;-39.66093523;-17.79567202;-0.134471929
BA;CLZ001;12/04/2017;-39.71331266;-17.79213191;-0.130478106
BA;CLZ001;12/04/2017;-39.71316308;-17.79247892;-0.535504698
BA;CLZ001;10/04/2017;-39.71488311;-17.78768239;0.109916298
BA;CLZ001;10/04/2017;-39.71414084;-17.7844946;-0.622628647
BA;CLZ001;15/10/2013;-39.64082456;-17.78733325;0.744990381
BA;CLZ001;15/10/2013;-39.64920291;-17.78477492;0.178582565
BA;CLZ001;13/01/2017;-39.61239403;-17.77944336;0.330163298
BA;CLZ001;13/01/2017;-39.61553474;-17.77506798;0.80076406
BA;CLZ001;28/11/2016;-39.65959231;-17.78453231;-0.188317158
BA;CLZ006;26/11/2016;-39.66127234;-17.77960076;0.721962005
BA;CLZ001;03/07/2015;-39.65641632;-17.77770097;-0.260889303
BA;CLZ001;03/07/2015;-39.65817601;-17.77648393;-0.173488448
BA;CLZ002;06/07/2015;-39.65573884;-17.77559731;-0.176674026
BA;CLZ006;23/09/2015;-39.73367422;-17.77176889;0.158574271
BA;CLZ001;06/08/2014;-39.693089;-17.7778709;-0.811723642
BA;CLZ001;04/08/2014;-39.69906983;-17.76996274;-0.032877808
BA;CLZ001;02/08/2014;-39.70140385;-17.76855874;-0.131683356
BA;CLZ001;07/08/2014;-39.67799556;-17.77623858;0.245606236
BA;CLZ001;07/08/2014;-39.6759376;-17.7758691;0.284467571
BA;CLZ001;06/08/2014;-39.69396667;-17.77290175;-0.365426781
BA;CLZ001;06/08/2014;-39.6786109;-17.7736646;0.021255677
BA;CLZ001;07/08/2014;-39.67680569;-17.77006953;0.228357741
BA;CLZ001;05/08/2014;-39.6863785;-17.7671932;0.378092707
BA;CLZ004;25/11/2016;-39.68698048;-17.76492447;0.330220368
BA;CLZ001;05/08/2014;-39.69529449;-17.76213396;-0.140310112
BA;CLZ006;03/07/2018;-39.69200062;-17.75800156;0.17389877
BA;CLZ004;25/11/2016;-39.69595934;-17.75476992;0.303250422
BA;CLZ001;31/03/2010;-39.579;-17.577725;0.416304591
BA;CLZ001;31/03/2010;-39.5783;-17.5766;0.393487805
BA;CLZ001;30/04/2010;-39.52215;-17.58114;0.350675012
BA;CLZ001;30/04/2010;-39.52065;-17.5807;-0.201977428
BA;CLZ001;30/04/2010;-39.51245455;-17.59486364;1.271639104
BA;CLZ001;31/10/2010;-39.50569444;-17.59187222;0.013195699
BA;CLZ001;31/05/2010;-39.50556667;-17.60733333;1.124571535
BA;CLZ001;31/05/2010;-39.5101;-17.5993;1.821298569
BA;CLZ004;18/12/2013;-39.49721538;-17.61746154;-0.481198538
BA;CLZ004;21/12/2013;-39.491525;-17.63339375;0.293443759
BA;CLZ004;21/12/2013;-39.49108;-17.63931;-1.235459606
BA;CLZ003;31/03/2008;-39.49862;-17.64254;0.251462198
BA;CLZ003;31/03/2008;-39.48662;-17.66312;-0.028916194
BA;CLZ003;30/04/2009;-39.49553333;-17.57453333;-2.230168723
BA;CLZ003;30/04/2009;-39.49706364;-17.57936364;-1.896918022
BA;CLZ003;30/04/2009;-39.4977;-17.5696;-1.955364502
BA;CLZ004;28/12/2011;-39.48380909;-17.60215455;0.509009858
BA;CLZ001;31/05/2010;-39.5027;-17.62515;1.243177402
BA;CLZ001;31/05/2010;-39.5037;-17.623;1.461424698
BA;CLZ003;31/07/2008;-39.5692;-17.6047;0.836010543
BA;CLZ003;31/07/2008;-39.56805;-17.6008;-1.297090323
BA;CLZ001;02/10/2012;-39.5234;-17.6023;-0.763626064
BA;CLZ001;02/10/2012;-39.51201429;-17.60725714;-0.409951237
BA;CLZ003;30/06/2008;-39.58015;-17.5906;0.829095586
BA;CLZ003;30/06/2008;-39.5811;-17.5934;-0.274304062
BA;CLZ004;11/04/2017;-39.50230357;-17.64945639;-0.490254931
BA;CLZ004;11/04/2017;-39.50122163;-17.65197187;-0.796214608
BA;CLZ003;28/02/2006;-39.5066;-17.69883333;-0.406283258
BA;CLZ003;28/02/2006;-39.51097143;-17.70205714;-0.421251209
BA;CLZ003;28/02/2006;-39.5038;-17.7021;-2.339071367
BA;CLZ003;28/02/2006;-39.501;-17.7176;-1.004403298
BA;CLZ001;02/11/2013;-39.63095121;-17.68132943;0.395566132
BA;CLZ001;02/11/2013;-39.6312;-17.6746;0.332245951
BA;CLZ004;25/10/2011;-39.6264;-17.67076667;1.019389032
BA;CLZ004;25/10/2011;-39.6215;-17.67944167;0.876138694
BA;CLZ001;29/10/2010;-39.63246667;-17.7196;1.648518833
BA;CLZ004;24/10/2011;-39.5807;-17.70214;0.280119687
BA;CLZ003;30/04/2007;-39.5867;-17.712025;0.295017914
BA;CLZ003;30/04/2009;-39.64353333;-17.67273333;-0.537263272
BA;CLZ001;07/11/2013;-39.64373333;-17.67230833;0.389548511
BA;CLZ001;04/11/2013;-39.64041667;-17.68043333;0.136329344
BA;CLZ003;30/04/2007;-39.6745;-17.675175;-0.793410893
BA;CLZ004;31/10/2011;-39.672325;-17.694975;0.394778036
BA;CLZ004;08/09/2011;-39.6897875;-17.7727;-0.397757567
BA;CLZ004;10/09/2011;-39.68949167;-17.76041667;0.075467129
BA;CLZ004;30/08/2012;-39.58901429;-17.66642857;0.32448936
BA;CLZ004;26/09/2012;-39.5984;-17.68546667;1.010807645
BA;CLZ004;01/08/2012;-39.5947;-17.6749;0.593926507
BA;CLZ003;30/10/2009;-39.417225;-17.65944167;-0.296630257
BA;CLZ001;23/01/2014;-39.64239633;-17.564421;-0.903749224
BA;CLZ004;28/09/2011;-39.64838571;-17.75666667;0.164230509
BA;CLZ004;30/09/2011;-39.6515;-17.767;-0.30742383
BA;CLZ003;31/10/2009;-39.6461;-17.7804375;0.020709186
BA;CLZ004;23/12/2013;-39.64400556;-17.78172778;0.591322232
BA;CLZ003;31/10/2009;-39.6499;-17.7699;-0.336260746
BA;CLZ003;31/10/2009;-39.6411;-17.7796;-0.628679719
BA;CLZ001;16/11/2013;-39.63263571;-17.76197143;0.592397404
BA;CLZ003;30/11/2009;-39.63095;-17.76235;-1.198238999
BA;CLZ003;30/11/2009;-39.62982;-17.7683;-0.289319183
BA;CLZ003;30/11/2009;-39.6257375;-17.78155;0.069565901
BA;CLZ003;30/11/2009;-39.6417375;-17.7694375;-0.224486893
BA;CLZ004;11/12/2013;-39.63826;-17.77202;0.360727275
BA;CLZ003;30/11/2009;-39.6413;-17.7704;-0.34279031
BA;CLZ004;06/12/2013;-39.64055714;-17.7712;0.336873042
BA;CLZ003;30/11/2009;-39.6377;-17.76915;-0.521819775
BA;CLZ004;13/09/2011;-39.6682;-17.7713;0.646066305
BA;CLZ004;13/09/2011;-39.66554;-17.77492;1.381616601
BA;CLZ001;08/11/2013;-39.6797;-17.6357;0.221814558
BA;CLZ001;08/11/2013;-39.6782;-18.0222;-0.207483065
BA;CLZ003;30/04/2009;-39.6781;-17.6348;-0.530239259
BA;CLZ003;30/04/2009;-39.68115;-17.63885;-0.827918222
BA;CLZ004;12/12/2011;-39.74628571;-17.7147;0.280994982
BA;CLZ004;12/12/2011;-39.75698;-17.70996;0.101592089
BA;CLZ004;14/12/2011;-39.7535;-17.7171;-0.14597545
BA;CLZ004;14/12/2011;-39.74963333;-17.72928889;-0.052551566
BA;CLZ001;01/10/2013;-39.73273733;-17.69917133;0.565847302
BA;CLZ001;22/11/2013;-39.7321;-17.7115;-0.465066078
BA;CLZ001;23/11/2013;-39.73849013;-17.71082517;0.492393346
BA;CLZ001;14/06/2013;-39.74102245;-17.71663065;0.516107584
BA;CLZ001;13/06/2013;-39.73678008;-17.72343886;0.458454971
BA;CLZ001;11/06/2013;-39.72915056;-17.72827433;0.314885416
BA;CLZ001;20/06/2013;-39.73850713;-17.7368519;0.532003602
BA;CLZ001;21/06/2013;-39.72894353;-17.73905505;0.272273291
BA;CLZ001;25/11/2013;-39.72298499;-17.73685095;-0.010045268
BA;CLZ004;23/11/2013;-39.70860569;-17.73727171;0.546899767
BA;CLZ004;22/11/2013;-39.69906652;-17.7225313;-0.007818874
BA;CLZ004;25/11/2013;-39.69470063;-17.73044779;0.061280391
BA;CLZ001;01/10/2013;-39.69953091;-17.73527065;1.102385087
BA;CLZ004;15/11/2014;-39.69417342;-17.75272907;1.314156758
BA;CLZ001;01/10/2013;-39.69315307;-17.7393135;0.948280154
BA;CLZ001;01/08/2012;-39.72296438;-17.58388146;-0.517456427
BA;CLZ005;30/12/2009;-39.7149;-17.5983;-0.87969762
BA;CLZ004;10/05/2012;-39.70841156;-17.58722309;0.927277119
BA;CLZ004;10/05/2012;-39.7103359;-17.59782186;1.07531789
BA;CLZ004;14/01/2013;-39.70276131;-17.58312478;0.185928121
BA;CLZ004;15/05/2012;-39.70523364;-17.57461236;1.215349609
BA;CLZ004;11/05/2012;-39.71384;-17.58896968;0.402050192
BA;CLZ001;12/08/2014;-39.69569663;-17.83663693;-0.587642135
BA;CLZ001;12/08/2014;-39.6907603;-17.82977311;-0.300736472
BA;CLZ001;12/08/2014;-39.69076333;-17.8238316;-0.248459992
BA;CLZ001;11/08/2014;-39.68579537;-17.821748;-0.399943747
BA;CLZ001;15/10/2006;-39.7084597;-17.8240376;0.577841028
BA;CLZ001;23/04/2013;-39.7094822;-17.8224974;0.409860089
BA;CLZ001;23/09/2015;-39.6505284;-17.81384679;-0.053933319
BA;CLZ006;23/09/2015;-39.64779623;-17.81240069;0.299401114
BA;CLZ006;23/09/2015;-39.65059386;-17.81108085;0.076106376
BA;CLZ001;16/09/2015;-39.64448274;-17.81022135;0.047664138
BA;CLZ001;09/08/2014;-39.64701036;-17.80903652;0.00455053
BA;CLZ001;09/08/2014;-39.64620345;-17.80767892;0.244176939
BA;CLZ001;16/09/2015;-39.64230924;-17.80709974;-0.468222985
BA;CLZ001;10/08/2014;-39.63944309;-17.80772826;-0.192277474
BA;CLZ001;09/04/2013;-39.63717724;-17.80735605;0.541379046
BA;CLZ001;08/08/2014;-39.64988066;-17.80694668;-0.011941909
BA;CLZ002;09/12/2010;-39.6333251;-17.8046733;0.840896921
BA;CLZ001;17/09/2015;-39.65143108;-17.80431138;-0.109586157
BA;CLZ001;08/08/2014;-39.64796359;-17.80387399;-0.113030751
BA;CLZ001;08/08/2014;-39.64368821;-17.80485823;0.305345129
BA;CLZ001;17/09/2015;-39.64971896;-17.8022473;0.322793255
BA;CLZ001;10/02/2011;-39.6488464;-17.8020826;2.078528538
BA;CLZ001;10/12/2010;-39.6296052;-17.8013049;1.089666611
BA;CLZ001;09/04/2013;-39.63556373;-17.79934881;0.573316276
BA;CLZ002;09/12/2010;-39.6283658;-17.7949459;0.199016319
BA;CLZ001;30/06/2015;-39.66997297;-17.80303461;-0.024815206
BA;CLZ006;30/06/2016;-39.41217401;-17.65231383;1.982344598
BA;CLZ006;07/11/2017;-39.41361711;-17.64709544;0.98274172
BA;CLZ006;09/11/2017;-39.4145838;-17.6433678;1.731143772
BA;CLZ006;09/11/2017;-39.41507259;-17.64389268;1.582376276
BA;CLZ006;06/08/2018;-39.73258453;-17.65674596;0.226888127
BA;CLZ006;07/08/2018;-39.73192708;-17.65114162;0.103220655
BA;CLZ006;04/12/2015;-39.51858258;-17.66846764;0.04077531
BA;CLZ006;04/12/2015;-39.5194631;-17.6658147;1.101218077
BA;CLZ006;08/12/2015;-39.5185443;-17.6643347;-0.625850728
BA;CLZ006;08/12/2015;-39.51854246;-17.6643371;-0.88208585
BA;CLZ001;24/10/2016;-39.60855513;-17.65383892;0.289890963
BA;CLZ004;23/08/2017;-39.62616587;-17.64843296;-0.140127188
BA;CLZ004;10/08/2017;-39.62345195;-17.64875791;-0.247430686
BA;CLZ006;10/08/2017;-39.62855408;-17.64661766;1.152053297
BA;CLZ006;23/08/2017;-39.61471963;-17.64309785;0.714066707
BA;CLZ006;23/08/2017;-39.62700261;-17.6450499;0.481006024
BA;CLZ001;15/08/2006;-39.6291294;-17.6439267;0.736045261
BA;CLZ001;15/08/2006;-39.6275073;-17.6437149;0.931700057
BA;CLZ004;20/10/2016;-39.63432033;-17.64302899;0.942792782
BA;CLZ001;15/08/2006;-39.637951;-17.6406625;0.529754982
BA;CLZ002;21/01/2011;-39.6393316;-17.6386086;-0.637106355
BA;CLZ006;31/08/2017;-39.63667303;-17.6365167;0.563861969
BA;CLZ001;17/10/2012;-39.6343726;-17.6384439;-0.722224266
BA;CLZ001;15/06/2010;-39.5687267;-17.639096;0.863188884
BA;CLZ001;14/01/2016;-39.44359634;-17.65229983;0.423570822
BA;CLZ004;16/09/2016;-39.44502601;-17.64710388;0.87804824
BA;CLZ004;11/11/2017;-39.45414214;-17.63953124;-0.381265547
BA;CLZ006;10/11/2017;-39.44573314;-17.63946908;-0.676690443
BA;CLZ004;10/11/2017;-39.45174025;-17.63654795;-1.399080438
BA;CLZ004;09/11/2017;-39.44853465;-17.63253907;-0.276264334
BA;CLZ006;11/11/2017;-39.44772389;-17.62869042;0.218999051
BA;CLZ001;14/12/2012;-39.4463005;-17.6280404;1.655575239
BA;CLZ004;10/11/2017;-39.45101851;-17.62682998;-2.487906149
BA;CLZ001;05/10/2012;-39.6038881;-17.6389282;0.195187033
BA;CLZ006;15/09/2017;-39.61527801;-17.63656653;0.701325667
BA;CLZ003;15/09/2006;-39.61648917;-17.6341207;0.582458627
BA;CLZ004;02/10/2017;-39.61841244;-17.63475054;0.106720709
BA;CLZ004;01/11/2017;-39.62573878;-17.63258531;0.162369097
BA;CLZ003;15/09/2006;-39.6142825;-17.6329285;0.517712087
BA;CLZ001;03/10/2012;-39.6221867;-17.6338007;0.133773809
BA;CLZ001;15/09/2006;-39.620362;-17.62865225;0.429859029
BA;CLZ003;15/09/2006;-39.6214844;-17.6274557;-0.106756665
BA;CLZ003;15/09/2006;-39.6152595;-17.6319583;-0.202926713
BA;CLZ001;03/10/2012;-39.6304551;-17.6260465;-0.338509638
BA;CLZ001;03/10/2012;-39.6296305;-17.6247567;-0.367669907
BA;CLZ001;04/10/2012;-39.6298784;-17.6228487;0.06580092
BA;CLZ001;08/07/2011;-39.6423451;-17.6404065;0.355639477
BA;CLZ001;25/10/2016;-39.64253961;-17.63743467;-0.267774226
BA;CLZ004;01/11/2016;-39.631203;-17.63576301;-0.086379346
BA;CLZ001;12/07/2011;-39.6492292;-17.6332255;0.863087547
BA;CLZ001;16/12/2014;-39.6495462;-17.6322483;-0.028778518
BA;CLZ001;26/10/2016;-39.6418409;-17.62823276;0.048214091
BA;CLZ001;26/10/2016;-39.64879411;-17.62731822;-0.289628742
BA;CLZ001;27/01/2014;-39.6348362;-17.6281565;-0.272652023
BA;CLZ001;07/07/2011;-39.6456289;-17.6254461;0.572207289
BA;CLZ001;16/01/2013;-39.6468399;-17.6372736;1.596405731
BA;CLZ001;27/10/2016;-39.63135424;-17.62234035;-0.213624305
BA;CLZ001;24/10/2016;-39.63325787;-17.61952327;-0.448670595
BA;CLZ006;18/07/2018;-39.64092074;-17.61946691;0.341504053
BA;CLZ001;13/12/2013;-39.6389757;-17.6205237;1.078785141
BA;CLZ001;01/11/2016;-39.63710137;-17.61890533;-0.469874547
BA;CLZ006;15/07/2016;-39.63504215;-17.65711463;1.140743007
BA;CLZ001;12/07/2016;-39.64423763;-17.65382307;-0.480493729
BA;CLZ006;11/07/2016;-39.651261;-17.64842395;0.514770181
BA;CLZ001;08/07/2016;-39.63699234;-17.64779871;0.303367014
BA;CLZ001;06/07/2016;-39.64281703;-17.64654756;0.12096748
BA;CLZ001;06/07/2016;-39.64510904;-17.64424581;0.142596734
BA;CLZ001;06/07/2016;-39.64848412;-17.64325948;-0.127700301
BA;CLZ001;30/06/2016;-39.67375261;-17.63194058;-0.188664119
BA;CLZ001;16/12/2014;-39.67436806;-17.62211219;-0.695420015
BA;CLZ001;04/12/2013;-39.6685114;-17.621863;-0.225513288
BA;CLZ001;02/12/2013;-39.6765689;-17.6239686;-0.283418808
BA;CLZ001;15/06/2010;-39.6075435;-17.7755881;2.026080098
BA;CLZ001;08/05/2015;-39.60892107;-17.76895543;0.093729627
BA;CLZ001;12/05/2015;-39.61257108;-17.76772302;0.092235669
BA;CLZ001;15/06/2010;-39.6003488;-17.7652793;2.165989596
BA;CLZ002;15/06/2010;-39.6095864;-17.7604062;1.68140814
BA;CLZ001;12/08/2015;-39.5920234;-17.7580016;0.783010606
BA;CLZ002;15/06/2010;-39.5921476;-17.7584712;1.930524474
BA;CLZ001;02/10/2013;-39.6124262;-17.75841391;0.670341059
BA;CLZ001;07/11/2014;-39.60351847;-17.75751661;-0.038234732
BA;CLZ001;19/05/2015;-39.62690869;-17.75834704;-0.145441388
BA;CLZ001;05/02/2015;-39.62076805;-17.75749288;-0.376156564
BA;CLZ001;15/06/2010;-39.6184797;-17.7570431;2.196986598
BA;CLZ001;02/10/2013;-39.603786;-17.75431619;-0.063818513
BA;CLZ001;02/10/2013;-39.60507145;-17.75649048;-0.250295227
BA;CLZ001;20/06/2015;-39.6193928;-17.75440308;-0.175376395
BA;CLZ001;18/05/2015;-39.63173139;-17.75295734;0.168078675
BA;CLZ001;18/05/2015;-39.63018395;-17.75173853;0.146947756
BA;CLZ001;07/11/2014;-39.6037875;-17.7527053;-0.198527134
BA;CLZ001;07/11/2014;-39.604326;-17.7501367;-1.185121237
BA;CLZ001;01/10/2013;-39.59678564;-17.7506198;0.616900497
BA;CLZ001;02/10/2013;-39.5995321;-17.7503556;0.60073965
BA;CLZ001;03/10/2013;-39.62184094;-17.74358088;0.35337424
BA;CLZ001;14/08/2015;-39.60150132;-17.74384766;0.354232745
BA;CLZ002;15/06/2010;-39.6013161;-17.7413877;1.687596781
BA;CLZ001;01/10/2013;-39.60392297;-17.74593262;1.000292477
BA;CLZ001;03/10/2013;-39.61897138;-17.74431755;0.67000177
BA;CLZ004;20/02/2017;-39.62329553;-17.74280348;2.409216806
BA;CLZ001;02/10/2013;-39.60700623;-17.74071019;0.899995636
BA;CLZ001;30/09/2013;-39.6096164;-17.7386144;0.867825188
BA;CLZ001;03/10/2013;-39.6210233;-17.7369427;-0.415791366
BA;CLZ001;11/10/2013;-39.6200368;-17.7325802;-0.156141568
BA;CLZ001;25/08/2015;-39.61111543;-17.7557577;-0.550451226
BA;CLZ001;24/08/2015;-39.61169675;-17.74917291;-0.141820133
BA;CLZ001;24/08/2015;-39.60824149;-17.75108247;0.046968513
BA;CLZ001;19/08/2015;-39.60933333;-17.74667662;0.035236688
BA;CLZ001;24/08/2015;-39.6217546;-17.7411342;0.056927803
BA;CLZ001;19/08/2015;-39.61413498;-17.73485446;-0.059712276
BA;CLZ001;24/08/2015;-39.6234279;-17.7340518;-0.089863078
BA;CLZ001;19/08/2015;-39.61593754;-17.72735294;-0.427710042
BA;CLZ001;06/11/2014;-39.68302823;-17.74546202;0.348394153
BA;CLZ001;29/10/2014;-39.67724709;-17.74029278;-0.059455301
BA;CLZ001;29/10/2014;-39.68063804;-17.74408617;0.170170739
BA;CLZ001;29/10/2014;-39.68283833;-17.73380737;0.322540766
BA;CLZ001;29/10/2014;-39.67910654;-17.7339791;0.144856795
BA;CLZ001;28/10/2014;-39.6754073;-17.72783424;-0.329211544
BA;CLZ001;28/10/2014;-39.67632679;-17.72929991;0.00105774
BA;CLZ001;15/10/2013;-39.6770688;-17.7222959;0.399397723
BA;CLZ006;03/07/2018;-39.68223997;-17.71626062;0.98347244
BA;CLZ001;14/10/2013;-39.679903;-17.7160858;0.140917795
BA;CLZ001;29/10/2014;-39.6739139;-17.7133949;0.309355432
BA;CLZ001;29/10/2014;-39.67241137;-17.71544993;-0.030404768
BA;CLZ001;03/11/2014;-39.68736492;-17.7141607;-0.301789293
BA;CLZ001;30/10/2014;-39.6712882;-17.71441645;0.126883301
BA;CLZ006;03/07/2018;-39.6781993;-17.71259601;0.557736255
BA;CLZ001;14/10/2013;-39.6779365;-17.7122874;0.233304186
BA;CLZ001;30/10/2014;-39.67657533;-17.71204123;-0.002328288
BA;CLZ001;30/10/2014;-39.6793906;-17.7110665;-0.346855004
BA;CLZ001;10/10/2013;-39.671152;-17.7542669;0.763015343
BA;CLZ001;10/10/2013;-39.6610651;-17.7559371;0.410706743
BA;CLZ001;09/10/2013;-39.6658457;-17.752893;0.393443765
BA;CLZ001;10/10/2013;-39.6703815;-17.7500034;0.015666342
BA;CLZ006;26/04/2018;-39.67233541;-17.75102913;1.083730588
BA;CLZ006;26/04/2018;-39.67233541;-17.75102913;0.919322368
BA;CLZ001;11/10/2013;-39.6651721;-17.74928;0.453136712
BA;CLZ001;14/10/2013;-39.6755198;-17.7443278;0.293142192
BA;CLZ001;13/10/2013;-39.6751001;-17.7430819;0.375801728
BA;CLZ001;11/10/2013;-39.6604979;-17.7427339;0.784702961
BA;CLZ003;15/05/2008;-39.6640522;-17.7371724;0.243107861
BA;CLZ001;12/10/2013;-39.6716071;-17.7372009;-0.066205381
BA;CLZ001;09/10/2013;-39.6698291;-17.7359054;0.448729097
BA;CLZ001;08/10/2013;-39.6706882;-17.7285001;0.137651448
BA;CLZ001;11/10/2013;-39.6600059;-17.7268642;0.297946438
BA;CLZ006;11/04/2018;-39.65717925;-17.72740602;0.75956825
BA;CLZ006;11/04/2018;-39.65732973;-17.72685719;0.342220836
BA;CLZ001;11/10/2013;-39.6557566;-17.7280172;0.546054169
BA;CLZ001;14/09/2015;-39.66222916;-17.72683169;0.168437604
BA;CLZ001;15/09/2015;-39.66704431;-17.72569463;0.381425727
BA;CLZ006;10/04/2018;-39.65075301;-17.72555346;0.769205663
BA;CLZ001;11/10/2013;-39.6493247;-17.7254898;0.471306955
BA;CLZ006;10/04/2018;-39.65176084;-17.72562394;0.676221421
BA;CLZ001;09/10/2013;-39.6665362;-17.7227929;0.309560694
BA;CLZ001;05/10/2013;-39.6542247;-17.7217226;0.35412664
BA;CLZ001;14/09/2015;-39.67085785;-17.72025411;-0.020811032
BA;CLZ001;07/10/2013;-39.6520485;-17.7197594;-0.039706298
BA;CLZ001;08/10/2013;-39.66732;-17.7205216;0.539526104
BA;CLZ001;15/10/2013;-39.6582592;-17.7134299;0.585284258
BA;CLZ001;25/10/2014;-39.55830041;-17.73432676;0.269745329
BA;CLZ001;25/10/2014;-39.55651282;-17.73271395;0.179487015
BA;CLZ001;25/10/2014;-39.549309;-17.7313598;0.964942137
BA;CLZ001;23/10/2014;-39.5579345;-17.7290993;-0.024884943
BA;CLZ001;24/10/2014;-39.5510223;-17.728556;0.525494606
BA;CLZ001;25/10/2014;-39.5587619;-17.7238436;0.045824045
BA;CLZ001;25/10/2014;-39.5546284;-17.7204021;0.064781557
BA;CLZ001;20/09/2013;-39.555929;-17.7201364;1.925416217
BA;CLZ001;23/09/2013;-39.5595988;-17.7174505;1.694084528
BA;CLZ001;25/10/2014;-39.5560069;-17.7161358;0.512155441
BA;CLZ004;03/10/2013;-39.5630341;-17.7152082;1.012361728
BA;CLZ001;25/10/2014;-39.5572036;-17.7114286;1.032014298
BA;CLZ001;25/10/2014;-39.5604467;-17.70505845;0.368294916
BA;CLZ001;16/03/2012;-39.5609667;-17.7023974;1.392660591
BA;CLZ001;06/11/2014;-39.55743539;-17.70040313;0.287792742
BA;CLZ001;13/11/2014;-39.57610533;-17.70112663;0.378117496
BA;CLZ001;24/04/2015;-39.57304598;-17.69985813;0.186170991
BA;CLZ001;25/10/2014;-39.55550848;-17.69522499;0.026907276
BA;CLZ001;25/10/2014;-39.55207129;-17.69598035;0.952206908
BA;CLZ001;07/11/2014;-39.56124555;-17.69872017;0.016255499
BA;CLZ001;19/03/2012;-39.5732581;-17.6977162;1.765353458
BA;CLZ006;27/11/2018;-39.57325607;-17.6977184;0.064164818
BA;CLZ001;04/11/2014;-39.56581335;-17.69569904;0.340115519
BA;CLZ001;16/03/2012;-39.555829;-17.6968262;0.793024855
BA;CLZ001;03/11/2014;-39.56372163;-17.69249784;0.293745892
BA;CLZ001;16/03/2012;-39.5614971;-17.7152759;0.936463986
BA;CLZ001;18/08/2015;-39.59541111;-17.72620059;0.031323727
BA;CLZ002;17/08/2015;-39.60055245;-17.7251681;0.824053729
BA;CLZ006;17/08/2015;-39.60771722;-17.7242874;1.581535478
BA;CLZ001;09/09/2015;-39.64391709;-17.72514819;-0.182183817
BA;CLZ001;08/09/2015;-39.64712004;-17.72018914;0.501409768
BA;CLZ001;09/09/2015;-39.64520005;-17.71732576;0.182515957
